id_starname,teff,teff_err,logg,logg_err,feh,feh_err,parallax,parallax_err,jmag,jmag_err,kmag,kmag_err,ra,dec,band,dust,comments
KIC1435467,6433.0,86.0,4.111702876518821,0.007872909411759912,-0.028,0.099,0.007337584408721481,3.017258342924623e-05,7.983,0.024,7.718,0.017,292.0826387546914,37.05987401545169,kmag,green19,using DR13 feh and SDSS teff
KIC2010607,6361.0,71.0,3.797904688958752,0.09440945382251184,-0.07,0.1,0.001628592276149511,2.6386132806215326e-05,10.427,0.02,10.155,0.019,290.50559137541734,37.45893516017856,kmag,green19,using DR13 feh and SDSS teff
KIC2309595,5238.0,65.0,3.73482452122853,0.009082592457477721,-0.095,0.101,0.0025978996763661847,2.7855535546288746e-05,10.04,0.022000000000000002,9.5,0.018000000000000002,292.9014487360415,37.62450961132608,kmag,green19,using DR13 feh and SDSS teff
KIC2450729,6029.0,59.0,3.9794846534812183,0.047620417616860776,-0.212,0.1,0.003686056444792692,2.9286424557973688e-05,9.585,0.02,9.283,0.018000000000000002,293.0736309167399,37.71658174566087,kmag,green19,using DR13 feh and SDSS teff
KIC2837475,6688.0,57.0,4.1916623899935095,0.006725678189074983,-0.015,0.1,0.008297790541507515,2.8966141777005033e-05,7.649,0.021,7.4639999999999995,0.027000000000000003,287.54857383346314,38.082133584002044,kmag,green19,using DR13 feh and SDSS teff
KIC2849125,6158.0,56.0,3.820493711685868,0.017029503197412046,0.293,0.101,0.0016848882360613964,2.5075703269819563e-05,10.327,0.021,10.037,0.018000000000000002,290.7306604068038,38.08566498955752,kmag,green19,using DR13 feh and SDSS teff
KIC2852862,6417.0,58.0,3.9633404353691017,0.008613694293074544,-0.155,0.1,0.0026223523626434137,2.3537137303475008e-05,9.772,0.021,9.511000000000001,0.018000000000000002,291.52574513998627,38.04342678382253,kmag,green19,using DR13 feh and SDSS teff
KIC2991448,5836.0,70.0,3.99575897076037,0.008652569044245325,-0.085,0.1,0.0035872019531703637,2.9688377756963982e-05,9.602,0.026000000000000002,9.225,0.021,291.8246955697834,38.113118330002926,kmag,green19,using DR13 feh and SDSS teff
KIC2998253,6333.0,54.0,4.242946067687462,0.05229578387085538,0.057,0.1,0.003963774677866837,2.4479853933468452e-05,9.655,0.02,9.396,0.018000000000000002,293.29146028171164,38.107248884604296,kmag,green19,using DR13 feh and SDSS teff
KIC3112152,6282.0,59.0,4.0528302853444345,0.019802860166227967,-0.136,0.1,0.002128475534915428,2.3514654637248268e-05,10.765999999999998,0.019,10.442,0.018000000000000002,290.34301932049607,38.286899144920675,kmag,green19,using DR13 feh and SDSS teff
KIC3112889,6433.0,65.0,3.9113769620187253,0.033070248564446965,-0.358,0.102,0.002339925816955447,3.0353271541793525e-05,10.208,0.021,9.925,0.018000000000000002,290.5380106789846,38.24198422575043,kmag,green19,using DR13 feh and SDSS teff
KIC3115178,5046.0,85.0,3.550685577135277,0.00961508286076165,0.08,0.1,0.002230802699163827,2.3389227326496412e-05,10.011000000000001,0.021,9.421,0.018000000000000002,291.11691830325594,38.213817615945956,kmag,green19,using DR13 feh and SDSS teff
KIC3223000,6198.0,47.0,4.373493378541221,0.0951673016083112,-0.185,0.1,0.008064882276846326,7.006927110081627e-05,8.455,0.021,8.156,0.034,287.9627852603288,38.39566597017495,kmag,green19,using DR13 feh and SDSS teff
KIC3241581,5770.0,81.0,4.395812239638242,0.06140908468813638,0.185,0.1,0.007733148039824818,3.8620954055524035e-05,9.101,0.022000000000000002,8.711,0.018000000000000002,293.0853050465206,38.34166868111962,kmag,green19,using DR13 feh and SDSS teff
KIC3329196,5161.0,65.0,3.5618393625353284,0.031500330111927426,-0.313,0.101,0.003687585299183595,2.104483439160869e-05,8.982000000000001,0.026000000000000002,8.478,0.018000000000000002,287.6139781083662,38.48114279439915,kmag,green19,using DR13 feh and SDSS teff
KIC3424541,6475.0,66.0,3.858789954073902,0.007473461423642778,0.27,0.1,0.003198730322999267,2.8134528388818565e-05,8.863,0.019,8.613999999999999,0.024,285.17906527017163,38.57362018548515,kmag,green19,using DR13 feh and SDSS teff
KIC3427720,6023.0,51.0,4.392383314912422,0.010145369969869795,-0.037000000000000005,0.1,0.010707861664233377,2.632074417220617e-05,8.094,0.02,7.8260000000000005,0.017,286.4382560026279,38.52262835693347,kmag,green19,using DR13 feh and SDSS teff
KIC3429205,5116.0,62.0,3.490777506478977,0.007272726519643902,-0.046,0.1,0.0034410391191519504,2.3558042629147076e-05,8.716000000000001,0.037000000000000005,8.183,0.02,287.0070337616333,38.52538571912825,kmag,green19,using DR13 feh and SDSS teff
KIC3430893,6270.0,60.0,4.1959868236154785,0.02302889003679052,-0.11,0.1,0.003481765864196545,2.3377313744692613e-05,9.836,0.021,9.519,0.017,287.62135117974776,38.538486509213726,kmag,green19,using DR13 feh and SDSS teff
KIC3437637,5483.0,58.0,3.857888767595389,0.024103826960348008,-0.255,0.102,0.002677070740577992,2.9209311975746182e-05,10.14,0.027000000000000003,9.682,0.018000000000000002,289.76039294023775,38.575285918186395,kmag,green19,using DR13 feh and SDSS teff
KIC3438633,6432.0,73.0,3.955587067634764,0.017453073383206997,-0.184,0.1,0.002346962642649052,2.779121561906524e-05,10.184,0.019,9.922,0.017,290.02825727825206,38.59797388242753,kmag,green19,using DR13 feh and SDSS teff
KIC3545753,6206.0,58.0,3.83797571798756,0.03872308906023237,-0.338,0.105,0.0021695310623933667,2.3641097556435684e-05,9.987,0.021,9.675,0.018000000000000002,291.7271257694145,38.689477715274045,kmag,green19,using DR13 feh and SDSS teff
KIC3630240,5256.0,71.0,3.3309886328809046,0.011755301637072871,-0.613,0.103,0.0017076015186085903,2.6273681416432124e-05,10.265999999999998,0.022000000000000002,9.73,0.017,286.51700433122045,38.72657875626482,kmag,green19,using DR13 feh and SDSS teff
KIC3632418,6188.0,66.0,3.801625342493257,0.021161441253717925,0.15,0.1,0.009235910602542276,3.230708740761089e-05,7.229,0.032,6.945,0.018000000000000002,287.36196731685897,38.71413838052882,kmag,green19,using DR13 feh and SDSS teff
KIC3633847,6122.0,51.0,4.016893132340911,0.034032542043994266,0.12,0.1,0.0035613612598080968,5.6342212231332684e-05,9.265,0.022000000000000002,8.972000000000001,0.018000000000000002,287.8961603529516,38.74379584761459,kmag,green19,using DR13 feh and SDSS teff
KIC3633889,6452.0,49.0,4.275013510981589,0.013673343288947258,-0.12,0.1,0.005195750046215034,2.521205806241453e-05,9.212,0.022000000000000002,8.946,0.018000000000000002,287.9141350847669,38.73456885165679,kmag,green19,using DR13 feh and SDSS teff
KIC3642422,5325.0,98.0,3.6239054270594937,0.04353440349626694,-0.019,0.1,0.00273427257562015,5.0669349385215325e-05,8.977,0.021,8.493,0.018000000000000002,290.5399483790872,38.760306531400225,kmag,green19,using DR13 feh and SDSS teff
KIC3643774,6029.0,104.0,4.151964724812989,0.01561356063913114,0.158,0.1,0.005358582286245501,2.6679888179404904e-05,8.89,0.02,8.572000000000001,0.017,290.9470668778781,38.77706175365137,kmag,green19,using DR13 feh and SDSS teff
KIC3656476,5684.0,56.0,4.230314400246658,0.007129664443488345,0.233,0.1,0.008735325993096062,2.5428765949993292e-05,8.382,0.024,8.008,0.017,294.2039287839221,38.71591251963522,kmag,green19,using DR13 feh and SDSS teff
KIC3657002,6006.0,64.0,4.160364323155415,0.02617535382094906,0.112,0.1,0.006061532772919417,2.9322508029842923e-05,8.737,0.023,8.427,0.02,294.33265110237653,38.74471821259211,kmag,green19,using DR13 feh and SDSS teff
KIC3661135,5603.0,71.0,3.9435297995825387,0.014131441007972518,-0.02,0.1,0.003458845974828332,3.357828480433447e-05,9.65,0.021,9.241,0.017,295.26355752691325,38.74576478606007,kmag,green19,using DR13 feh and SDSS teff
KIC3730801,5894.0,58.0,4.126166845615688,0.016321762354013756,0.16399999999999998,0.1,0.002751533518299869,2.253401401133213e-05,10.368,0.02,10.015,0.015,286.11974867103766,38.81169925578071,kmag,green19,using DR13 feh and SDSS teff
KIC3733735,6711.0,66.0,4.3035375005915695,0.008457099788255753,-0.077,0.1,0.00977741180592977,2.7185261446399504e-05,7.5329999999999995,0.018000000000000002,7.374,0.021,287.2581560064136,38.899730155758455,kmag,green19,using DR13 feh and SDSS teff
KIC3735871,6176.0,50.0,4.411810001105778,0.011368565389049479,-0.032,0.099,0.008213453724282702,2.613130909246497e-05,8.732000000000001,0.027000000000000003,8.477,0.018000000000000002,288.06919662698033,38.81757141752832,kmag,green19,using DR13 feh and SDSS teff
KIC3761840,6236.0,61.0,3.7749374455055986,0.030124902669511237,0.011,0.1,0.0018491191695441357,2.6582280622992008e-05,9.881,0.024,9.584,0.018000000000000002,295.17490810966336,38.802256475923116,kmag,green19,using DR13 feh and SDSS teff
KIC3854781,5705.0,102.0,4.017269161997285,0.013656569148373928,0.256,0.1,0.0030444461630352738,2.8633967065165162e-05,10.003,0.022000000000000002,9.634,0.018000000000000002,292.63968809497464,38.91403197192479,kmag,green19,using DR13 feh and SDSS teff
KIC3942719,5736.0,65.0,3.841766061335455,0.012243574022297856,-0.364,0.101,0.0030784353656663965,4.543535908389475e-05,9.547,0.02,9.131,0.018000000000000002,287.9924951449109,39.03704189015113,kmag,green19,using DR13 feh and SDSS teff
KIC3952307,6210.0,118.0,3.894394332442682,0.029233742185763623,-0.118,0.1,0.0029424392644576062,2.909528476433522e-05,9.565,0.018000000000000002,9.248,0.018000000000000002,290.9361423530763,39.000647146137226,kmag,green19,using DR13 feh and SDSS teff
KIC3952580,6115.0,101.0,3.7579776672230376,0.013861884329088504,-0.07400000000000001,0.1,0.0024639781261735355,2.879345337855644e-05,9.302999999999999,0.018000000000000002,9.001,0.018000000000000002,291.0203567708545,39.01637935472562,kmag,green19,using DR13 feh and SDSS teff
KIC3967859,6211.0,78.0,4.162257083247265,0.05623475874139817,-0.375,0.1,0.0050341271473956116,3.73243279342521e-05,9.557,0.02,9.231,0.017,294.9674846394449,39.047628649549814,kmag,green19,using DR13 feh and SDSS teff
KIC4038445,5327.0,69.0,3.622805909456485,0.008912807553775553,-0.7659999999999999,0.105,0.00218192107358911,3.089348110191545e-05,10.224,0.02,9.682,0.016,285.51669653815065,39.11428328468201,kmag,green19,using DR13 feh and SDSS teff
KIC4049576,6066.0,84.0,3.9376982181311657,0.057395480745320415,-0.264,0.101,0.002236214393130909,2.236139873118517e-05,10.367,0.018000000000000002,9.993,0.018000000000000002,289.4498097716263,39.186912651602036,kmag,green19,using DR13 feh and SDSS teff
KIC4064447,5755.0,118.0,3.405300019535056,0.03318876809248971,-0.252,0.1,0.0012157423711984556,2.5501089231828112e-05,10.213,0.022000000000000002,9.71,0.018000000000000002,293.43099672892595,39.15178435155021,kmag,green19,using DR13 feh and SDSS teff
KIC4072740,5015.0,71.0,3.3342981591099945,0.007701511740081866,0.14800000000000002,0.1,0.003884245372439582,2.4153183290274896e-05,8.137,0.03,7.535,0.024,295.41806747291224,39.17299444806633,kmag,green19,using DR13 feh and SDSS teff
KIC4165030,5758.0,63.0,3.9868688166190847,0.015564643745038775,-0.482,0.102,0.002886185550076736,2.217419048010064e-05,10.359000000000002,0.021,9.943,0.018000000000000002,293.3704352611008,39.26274754821213,kmag,green19,using DR13 feh and SDSS teff
KIC4243623,5094.0,63.0,3.6137500834211935,0.010873770179850152,-0.369,0.101,0.002879974159301737,2.576420885559036e-05,9.769,0.021,9.149,0.017,285.50848678159235,39.35136088740829,kmag,green19,using DR13 feh and SDSS teff
KIC4247542,6440.0,66.0,4.051984284973313,0.058887577989283575,-0.44,0.1,0.0023469985692470617,2.1224471998963286e-05,10.564,0.023,10.264000000000001,0.018000000000000002,287.06838862459057,39.35524847951939,kmag,green19,using DR13 feh and SDSS teff
KIC4346201,6147.0,51.0,3.941744793241992,0.019975158101916992,-0.337,0.099,0.0039291205032288105,9.378442577607279e-05,8.956,0.021,8.609,0.02,285.2860172897109,39.49827279019023,kmag,green19,using DR13 feh and SDSS teff
KIC4347652,5043.0,75.0,3.3331279840101256,0.05120162543652596,0.025,0.102,0.001767942857225425,2.853839660367949e-05,9.735,0.021,9.17,0.017,285.9073487836037,39.40626202089854,kmag,green19,using DR13 feh and SDSS teff
KIC4351319,5001.0,61.0,3.5024532855176984,0.0075223424902330655,0.229,0.1,0.0038622168492948978,2.238460893615121e-05,8.472999999999999,0.027000000000000003,7.909,0.02,287.39870343931386,39.49752934960674,kmag,green19,using DR13 feh and SDSS teff
KIC4378838,5053.0,71.0,3.5158092775722887,0.01298140806172085,0.238,0.099,0.002238465924435421,2.650162278754133e-05,9.537,0.022000000000000002,8.93,0.017,295.00919840487165,39.46422226170151,kmag,green19,using DR13 feh and SDSS teff
KIC4446300,5410.0,60.0,3.859873093904141,0.01592970784728471,-0.101,0.101,0.004060480389967332,2.7243598374366227e-05,9.33,0.021,8.838,0.017,285.35843473482487,39.565502910072155,kmag,green19,using DR13 feh and SDSS teff
KIC4450844,5968.0,59.0,4.087992242677932,0.0081022946786822,-0.28,0.099,0.004483143542281449,2.266878593626859e-05,9.424,0.021,9.033,0.023,287.3148859026392,39.53831763368832,kmag,green19,using DR13 feh and SDSS teff
KIC4457351,5483.0,58.0,3.9730698665675117,0.016697593835768368,-0.3670000000000001,0.102,0.0033188668191208495,3.5356781903282225e-05,9.847000000000001,0.018000000000000002,9.424,0.016,289.5538465014463,39.56550614915529,kmag,green19,using DR13 feh and SDSS teff
KIC4465324,5850.0,59.0,4.190021993381697,0.017654499799823115,0.037000000000000005,0.1,0.0034378864532094936,2.8408566679834886e-05,10.283,0.027000000000000003,9.902000000000001,0.019,291.8913898051817,39.58118129190865,kmag,green19,using DR13 feh and SDSS teff
KIC4543171,6129.0,59.0,4.132141944565993,0.021216929590122814,0.13699999999999998,0.1,0.004127223488241538,2.58942606520363e-05,9.379,0.02,9.062999999999999,0.02,285.2371779543625,39.66641176283297,kmag,green19,using DR13 feh and SDSS teff
KIC4571351,6000.0,59.0,4.067578257790408,0.05036404833989056,0.14300000000000002,0.101,0.0037312854579630837,2.671045585544836e-05,9.789,0.022000000000000002,9.48,0.018000000000000002,294.2964897119716,39.695934257922566,kmag,green19,using DR13 feh and SDSS teff
KIC4571904,6069.0,78.0,3.844106340046244,0.020509419170234213,-0.097,0.1,0.0015225288472804936,0.0003022058033081099,10.619000000000002,0.024,10.306,0.022000000000000002,294.4362762282043,39.64271772085058,kmag,green19,using DR13 feh and SDSS teff
KIC4574610,6188.0,66.0,3.801625342493257,0.021161441253717925,0.15,0.1,0.004261153598772278,3.0208946164606624e-05,7.9270000000000005,0.023,7.686,0.024,295.06439472619763,39.682891304168685,kmag,green19,using DR13 feh and SDSS teff
KIC4577484,5424.0,74.0,3.847004123198301,0.05836309716583556,0.022,0.1,0.0027044433623008655,3.32772723574819e-05,9.73,0.025,9.283,0.013999999999999999,295.68290735770273,39.618849411240134,kmag,green19,using DR13 feh and SDSS teff
KIC4586099,6383.0,58.0,4.021581704826277,0.014852234242858229,-0.151,0.1,0.005509982592045252,2.950665359887846e-05,8.26,0.024,7.98,0.026000000000000002,297.4098620518977,39.6463552804419,kmag,green19,using DR13 feh and SDSS teff
KIC4638884,6662.0,57.0,4.0590117044481255,0.008061613800829143,0.008,0.099,0.003932303020226733,2.4994028626253574e-05,9.019,0.019,8.752,0.017,286.4077527189409,39.719398840828376,kmag,green19,using DR13 feh and SDSS teff
KIC4641621,5684.0,61.0,3.6022192230507284,0.04487715931443964,-0.264,0.101,0.0013283461244715205,2.003958364799081e-05,10.559000000000001,0.024,10.177999999999999,0.018000000000000002,287.58883225978286,39.71147159826272,kmag,green19,using DR13 feh and SDSS teff
KIC4672403,5779.0,88.0,3.991493662382533,0.02030277536154082,0.113,0.1,0.0027580515679220324,3.154653774156632e-05,10.064,0.023,9.699,0.013999999999999999,296.1616215928645,39.78177709864818,kmag,green19,using DR13 feh and SDSS teff
KIC4739932,5876.0,111.0,4.0080113823686965,0.03712045559292498,0.008,0.1,0.0022582633775015066,2.338255881339056e-05,10.540999999999999,0.025,10.176,0.018000000000000002,289.7565029602037,39.8720242975967,kmag,green19,using DR13 feh and SDSS teff
KIC4755204,6073.0,70.0,4.089143481910194,0.014156810133506776,-0.07200000000000001,0.1,0.003991338497849052,4.23394766513371e-05,9.56,0.02,9.263,0.018000000000000002,294.1491090249452,39.81192203910828,kmag,green19,using DR13 feh and SDSS teff
KIC4756112,6182.0,60.0,3.788072417766223,0.04481457523203953,-0.209,0.1,0.001948142535679065,2.670444188180816e-05,9.89,0.024,9.59,0.022000000000000002,294.37733055100466,39.855695785772326,kmag,green19,using DR13 feh and SDSS teff
KIC4841753,5966.0,67.0,3.889773950378431,0.04071550930234492,0.127,0.1,0.0018161544405801925,2.361621917367921e-05,10.651,0.02,10.312999999999999,0.017,293.52514582699143,39.99118294932861,kmag,green19,using DR13 feh and SDSS teff
KIC4842436,5688.0,63.0,4.071138706842486,0.0596297844682984,0.139,0.1,0.0030985448422735425,4.0238712983383084e-05,10.232999999999999,0.02,9.874,0.018000000000000002,293.72769027355616,39.90733619554557,kmag,green19,using DR13 feh and SDSS teff
KIC4846457,5885.0,81.0,3.7950904250549553,0.03806440199620777,0.229,0.1,0.0018853327989424612,2.92215886186925e-05,10.07,0.022000000000000002,9.771,0.024,294.7394102024715,39.998093942555506,kmag,green19,using DR13 feh and SDSS teff
KIC4914923,6188.0,66.0,3.801625342493257,0.021161441253717925,0.15,0.1,0.008217493631851603,9.0186391019956e-05,8.285,0.024,7.935,0.023,289.1454889245425,40.0480745377673,kmag,green19,using DR13 feh and SDSS teff
KIC4915148,5026.0,75.0,3.671211001432385,0.008612280685159034,0.095,0.102,0.003792755899296645,2.169261080748916e-05,9.158,0.018000000000000002,8.609,0.018000000000000002,289.21022402809456,40.0191251618955,kmag,green19,using DR13 feh and SDSS teff
KIC4947253,5953.0,59.0,3.9184353797692526,0.022912204513796983,-0.196,0.1,0.0026290554734164097,2.4874177633916388e-05,9.943,0.021,9.621,0.02,297.5143175319795,40.05043795204371,kmag,green19,using DR13 feh and SDSS teff
KIC5021689,6262.0,45.0,4.038198571660958,0.014150411717526925,-0.08900000000000001,0.1,0.005586635143963099,2.4799901495212492e-05,8.472999999999999,0.019,8.196,0.021,294.7196964754528,40.15347221624359,kmag,green19,using DR13 feh and SDSS teff
KIC5033245,5086.0,63.0,3.547110327785961,0.00907906299084815,0.119,0.1,0.002439214686279623,3.9573005916451935e-05,9.478,0.02,8.927999999999999,0.018000000000000002,297.13011963177644,40.19169911275739,kmag,green19,using DR13 feh and SDSS teff
KIC5084157,5803.0,83.0,4.2021748172885625,0.011914143129513513,0.125,0.1,0.002936443875983261,2.1242161663020963e-05,10.519,0.024,10.175,0.018000000000000002,286.6882469172991,40.233242032369354,kmag,green19,using DR13 feh and SDSS teff
KIC5110725,4869.0,79.0,3.4130387097656096,0.009511678968190846,0.353,0.099,0.0026093804036159195,2.4436613979136424e-05,9.377,0.02,8.769,0.018000000000000002,294.9226663938278,40.284672855763496,kmag,green19,using DR13 feh and SDSS teff
KIC5214711,6194.0,54.0,3.963581960242866,0.05408603049308533,-0.025,0.1,0.002719153007305382,2.5568577733734083e-05,9.9,0.019,9.615,0.018000000000000002,298.3646223477048,40.34362316289415,kmag,green19,using DR13 feh and SDSS teff
KIC5253542,5770.0,96.0,4.3264470751022515,0.027346392921219483,0.203,0.1,0.0058396473648444965,2.425688678726834e-05,9.455,0.027999999999999997,9.068999999999999,0.02,283.72177369582823,40.491768387112,kmag,green19,using DR13 feh and SDSS teff
KIC5265656,5099.0,90.0,3.665860704007861,0.0939482934380004,0.309,0.099,0.002778872986463435,2.1093856354066898e-05,9.531,0.022000000000000002,9.004,0.019,288.91450828871837,40.41912793685249,kmag,green19,using DR13 feh and SDSS teff
KIC5344612,6359.0,84.0,4.075657283711889,0.03747993744753998,-0.123,0.1,0.002608253950690805,2.7940738519426376e-05,10.134,0.02,9.849,0.017,285.3908688411218,40.51716866965096,kmag,green19,using DR13 feh and SDSS teff
KIC5353186,6166.0,55.0,3.9058982644560154,0.013662998080677441,0.073,0.1,0.0018318078658552633,2.085003323329624e-05,10.453,0.02,10.156,0.016,288.9116188595277,40.59505542352288,kmag,green19,using DR13 feh and SDSS teff
KIC5371516,6350.0,81.0,3.9739779528074552,0.014421233597346926,0.075,0.1,0.007532083306847771,3.136390631730387e-05,7.4270000000000005,0.035,7.202000000000001,0.018000000000000002,294.36531821376695,40.58874654209039,kmag,green19,using DR13 feh and SDSS teff
KIC5390438,4814.0,64.0,3.384638799730435,0.009016363902354564,0.18600000000000005,0.1,0.0028904985246739957,4.890860089748168e-05,8.986,0.021,8.377,0.018000000000000002,298.6342977464512,40.597683530667204,kmag,green19,using DR13 feh and SDSS teff
KIC5429911,5303.0,74.0,3.5871959530038633,0.024466494879824344,-0.005,0.102,0.004394786389666975,2.661732056218091e-05,8.04,0.034,7.5329999999999995,0.017,285.0525451314505,40.6117814793989,kmag,green19,using DR13 feh and SDSS teff
KIC5431016,6601.0,62.0,3.968920777789784,0.045609019914867495,-0.264,0.101,0.002311130737839568,4.6267838535656096e-05,9.846,0.021,9.613999999999999,0.017,285.5891210631675,40.60526191890258,kmag,green19,using DR13 feh and SDSS teff
KIC5450445,6212.0,49.0,3.9957435382956152,0.01816909291388138,0.019,0.1,0.004251314846016598,2.6338000866301613e-05,8.827,0.019,8.502,0.019,292.452380208253,40.631652101468504,kmag,green19,using DR13 feh and SDSS teff
KIC5512589,5789.0,56.0,4.063706102652384,0.010164257563782477,0.032,0.1,0.0053381794581172475,2.5532235988979703e-05,8.888,0.024,8.562999999999999,0.018000000000000002,283.7329288393197,40.77556301193342,kmag,green19,using DR13 feh and SDSS teff
KIC5516982,6444.0,50.0,4.203338924263728,0.012180833290540377,-0.065,0.1,0.005335579720946718,2.4593837281951254e-05,8.857000000000001,0.023,8.594,0.017,285.9149285670851,40.704933203962284,kmag,green19,using DR13 feh and SDSS teff
KIC5523099,5488.0,62.0,3.80148327206998,0.019316683759600373,-0.112,0.1,0.0021694124966159284,2.1201123466956032e-05,10.379000000000001,0.022000000000000002,9.934,0.018000000000000002,288.46794719580816,40.75781614667841,kmag,green19,using DR13 feh and SDSS teff
KIC5530375,6210.0,55.0,3.703716697483438,0.020119563615109283,-0.226,0.1,0.0028368840719475005,0.00015441374994926043,9.329,0.021,8.991,0.017,290.7542372725873,40.724473109253296,kmag,green19,using DR13 feh and SDSS teff
KIC5543462,6246.0,54.0,4.212372757150138,0.07080060822629476,-0.3720000000000001,0.102,0.003676145652031341,2.8239107107703527e-05,10.167,0.022000000000000002,9.824,0.025,294.6389416111113,40.70651477108459,kmag,green19,using DR13 feh and SDSS teff
KIC5607242,5689.0,67.0,3.774430801814398,0.0069449361897532865,-0.185,0.102,0.0029479806118021803,2.0331823210577084e-05,9.504,0.02,9.031,0.018000000000000002,287.6464041981885,40.843211141078974,kmag,green19,using DR13 feh and SDSS teff
KIC5629080,5203.0,94.0,3.557099813981618,0.010013786507792735,-0.301,0.102,0.0031922156864006147,2.7572017497294364e-05,9.036,0.044000000000000004,8.487,0.024,294.47863578523413,40.83172346939164,kmag,green19,using DR13 feh and SDSS teff
KIC5636956,6369.0,60.0,3.974662289518614,0.01712923973747319,0.094,0.1,0.0023859474550295048,2.36103795721123e-05,9.916,0.026000000000000002,9.602,0.012,296.4064310415427,40.83686266606571,kmag,green19,using DR13 feh and SDSS teff
KIC5683538,6366.0,73.0,3.8037051138580313,0.07606032180072066,-0.557,0.102,0.0018593810165261633,2.0176709648156104e-05,10.407,0.023,10.115,0.023,283.14851800934366,40.98829532526419,kmag,green19,using DR13 feh and SDSS teff
KIC5723165,5290.0,91.0,3.686298070598494,0.008241235957396283,-0.12,0.1,0.0031797384326804137,2.7889616615525584e-05,9.232999999999999,0.021,8.749,0.012,296.5618894420668,40.99550768149771,kmag,green19,using DR13 feh and SDSS teff
KIC5773155,6317.0,55.0,4.041523312896448,0.018075622241738042,0.138,0.1,0.0034233399166024767,2.7512738644278812e-05,9.399,0.021,9.101,0.017,285.34822924467073,41.019839457255934,kmag,green19,using DR13 feh and SDSS teff
KIC5773345,6214.0,61.0,4.006454940678428,0.007778953911257215,0.255,0.1,0.005547873118767912,2.33961592842433e-05,8.237,0.019,7.946000000000001,0.017,285.4378322369741,41.08068118825256,kmag,green19,using DR13 feh and SDSS teff
KIC5822889,5220.0,68.0,3.403208604380534,0.011848222595218748,-0.11,0.101,0.0017023897464350573,3.761170123830725e-05,9.633,0.021,9.056000000000001,0.017,299.49272568872027,41.06972572969498,kmag,green19,using DR13 feh and SDSS teff
